rank	rep	method	FP	TP	n_ctrl	n_sig
0.118	number of replicate = 2	mutscan(edgeR)	0	0.23827070047786345	17	551
0.118	number of replicate = 2	mutscan(limma)	0	0.2619141177841789	17	551
0.118	number of replicate = 3	DiMSum	0	0.2568306010928962	17	549
0.118	number of replicate = 3	Enrich2	0	0.25318761384335153	17	549
0.118	number of replicate = 3	Naive	0	0.24408014571949	17	549
0.118	number of replicate = 3	Rosace	0	0.2641165755919854	17	549
0.118	number of replicate = 3	Rosace(nopos)	0	0.2167577413479053	17	549
0.118	number of replicate = 3	mutscan(edgeR)	0	0.2058287795992714	17	549
0.118	number of replicate = 3	mutscan(limma)	0	0.27140255009107467	17	549
0.12	number of replicate = 1	DiMSum	0.043055555555555555	0.19026874822601536	17	526
0.12	number of replicate = 1	Enrich2	0.019607843137254898	0.22581728772671555	17	526
0.12	number of replicate = 1	Naive	0.019607843137254898	0.20739114522499585	17	526
0.12	number of replicate = 1	Rosace	0	0.263999998665515	17	526
0.12	number of replicate = 1	Rosace(nopos)	0	0.21245573819094768	17	526
0.12	number of replicate = 1	mutscan(edgeR)	0.019607843137254898	0.228376477789221	17	526
0.12	number of replicate = 1	mutscan(limma)	0	0.2480844116620792	17	526
0.12	number of replicate = 2	DiMSum	0.02941176470588235	0.2309911919945387	17	551
0.12	number of replicate = 2	Enrich2	0	0.26644133268952197	17	551
0.12	number of replicate = 2	Naive	0	0.24459281706322117	17	551
0.12	number of replicate = 2	Rosace	0	0.28560748597212743	17	551
0.12	number of replicate = 2	Rosace(nopos)	0	0.23176876071862668	17	551
0.12	number of replicate = 2	mutscan(edgeR)	0	0.2400855825105313	17	551
0.12	number of replicate = 2	mutscan(limma)	0	0.26464643100950735	17	551
0.12	number of replicate = 3	DiMSum	0	0.2568306010928962	17	549
0.12	number of replicate = 3	Enrich2	0	0.2586520947176685	17	549
0.12	number of replicate = 3	Naive	0	0.2495446265938069	17	549
0.12	number of replicate = 3	Rosace	0	0.26958105646630237	17	549
0.12	number of replicate = 3	Rosace(nopos)	0	0.22768670309653916	17	549
0.12	number of replicate = 3	mutscan(edgeR)	0	0.20765027322404372	17	549
0.12	number of replicate = 3	mutscan(limma)	0	0.28051001821493626	17	549
0.122	number of replicate = 1	DiMSum	0.043055555555555555	0.19345915895788435	17	526
0.122	number of replicate = 1	Enrich2	0.019607843137254898	0.22900282388145413	17	526
0.122	number of replicate = 1	Naive	0.019607843137254898	0.2118514018338567	17	526
0.122	number of replicate = 1	Rosace	0	0.27036867075545457	17	526
0.122	number of replicate = 1	Rosace(nopos)	0	0.2149978672334966	17	526
0.122	number of replicate = 1	mutscan(edgeR)	0.019607843137254898	0.23283671586356805	17	526
0.122	number of replicate = 1	mutscan(limma)	0	0.2531832378750269	17	526
0.122	number of replicate = 2	DiMSum	0.02941176470588235	0.23555836760518822	17	551
0.122	number of replicate = 2	Enrich2	0	0.2728233903328394	17	551
0.122	number of replicate = 2	Naive	0	0.24824256148121016	17	551
0.122	number of replicate = 2	Rosace	0	0.28833979919745584	17	551
0.122	number of replicate = 2	Rosace(nopos)	0	0.2345010739439551	17	551
0.122	number of replicate = 2	mutscan(edgeR)	0	0.24465275812118084	17	551
0.122	number of replicate = 2	mutscan(limma)	0	0.27013103781281744	17	551
0.122	number of replicate = 3	DiMSum	0	0.2586520947176685	17	549
0.122	number of replicate = 3	Enrich2	0	0.26229508196721313	17	549
0.122	number of replicate = 3	Naive	0	0.2550091074681239	17	549
0.122	number of replicate = 3	Rosace	0	0.28051001821493626	17	549
0.122	number of replicate = 3	Rosace(nopos)	0	0.23132969034608375	17	549
0.122	number of replicate = 3	mutscan(edgeR)	0	0.21311475409836064	17	549
0.122	number of replicate = 3	mutscan(limma)	0	0.28415300546448086	17	549
0.124	number of replicate = 1	DiMSum	0.043055555555555555	0.1966495696897534	17	526
0.124	number of replicate = 1	Enrich2	0.019607843137254898	0.23282209213217675	17	526
0.124	number of replicate = 1	Naive	0.019607843137254898	0.21566339528791126	17	526
0.124	number of replicate = 1	Rosace	0	0.27354449482495985	17	526
0.124	number of replicate = 1	Rosace(nopos)	0	0.21944597446855896	17	526
0.124	number of replicate = 1	mutscan(edgeR)	0.019607843137254898	0.23537640761755171	17	526
0.124	number of replicate = 1	mutscan(limma)	0	0.255727804206141	17	526
0.124	number of replicate = 2	DiMSum	0.02941176470588235	0.24195041542483225	17	551
0.124	number of replicate = 2	Enrich2	0	0.27647313475082835	17	551
0.124	number of replicate = 2	Naive	0	0.25280973709185967	17	551
0.124	number of replicate = 2	Rosace	0	0.29472185684077323	17	551
0.124	number of replicate = 2	Rosace(nopos)	0	0.2381508183619441	17	551
0.124	number of replicate = 2	mutscan(edgeR)	0	0.25103481576449826	17	551
0.124	number of replicate = 2	mutscan(limma)	0	0.27467823307081374	17	551
0.124	number of replicate = 3	DiMSum	0	0.26229508196721313	17	549
0.124	number of replicate = 3	Enrich2	0	0.26958105646630237	17	549
0.124	number of replicate = 3	Naive	0	0.2568306010928962	17	549
0.124	number of replicate = 3	Rosace	0	0.2877959927140255	17	549
0.124	number of replicate = 3	Rosace(nopos)	0	0.23497267759562843	17	549
0.124	number of replicate = 3	mutscan(edgeR)	0	0.2167577413479053	17	549
0.124	number of replicate = 3	mutscan(limma)	0	0.28415300546448086	17	549
0.126	number of replicate = 1	DiMSum	0.043055555555555555	0.1985628412134487	17	526
0.126	number of replicate = 1	Enrich2	0.019607843137254898	0.2360027722442987	17	526
0.126	number of replicate = 1	Naive	0.019607843137254898	0.2207549281696771	17	526
0.126	number of replicate = 1	Rosace	0	0.27608662386750876	17	526
0.126	number of replicate = 1	Rosace(nopos)	0	0.22517365820036025	17	526
0.126	number of replicate = 1	mutscan(edgeR)	0.019607843137254898	0.23855952501823888	17	526
0.126	number of replicate = 1	mutscan(limma)	0	0.2595446351682984	17	526
0.126	number of replicate = 2	DiMSum	0.02941176470588235	0.2446927188264873	17	551
0.126	number of replicate = 2	Enrich2	0	0.2819477513778118	17	551
0.126	number of replicate = 2	Naive	0	0.2555420503171881	17	551
0.126	number of replicate = 2	Rosace	0	0.29926905209876953	17	551
0.126	number of replicate = 2	Rosace(nopos)	0	0.24180056277993306	17	551
0.126	number of replicate = 2	mutscan(edgeR)	0	0.2583442947768028	17	551
0.126	number of replicate = 2	mutscan(limma)	0	0.27924540868146325	17	551
0.126	number of replicate = 3	DiMSum	0	0.27140255009107467	17	549
0.126	number of replicate = 3	Enrich2	0	0.2786885245901639	17	549
0.126	number of replicate = 3	Naive	0	0.2604735883424408	17	549
0.126	number of replicate = 3	Rosace	0	0.29143897996357016	17	549
0.126	number of replicate = 3	Rosace(nopos)	0	0.24043715846994537	17	549
0.126	number of replicate = 3	mutscan(edgeR)	0	0.2167577413479053	17	549
0.126	number of replicate = 3	mutscan(limma)	0	0.2859744990892532	17	549
0.128	number of replicate = 1	DiMSum	0.043055555555555555	0.2023821094641713	17	526
0.128	number of replicate = 1	Enrich2	0.019607843137254898	0.23727747416390718	17	526
0.128	number of replicate = 1	Naive	0.019607843137254898	0.22521031020140753	17	526
0.128	number of replicate = 1	Rosace	0	0.2792721785567611	17	526
0.128	number of replicate = 1	Rosace(nopos)	0	0.22834950080437935	17	526
0.128	number of replicate = 1	mutscan(edgeR)	0.019607843137254898	0.24173776784179563	17	526
0.128	number of replicate = 1	mutscan(limma)	0	0.26654700228519435	17	526
0.128	number of replicate = 2	DiMSum	0.02941176470588235	0.24743502222814234	17	551
0.128	number of replicate = 2	Enrich2	0	0.289267220566443	17	551
0.128	number of replicate = 2	Naive	0	0.260099235751511	17	551
0.128	number of replicate = 2	Rosace	0	0.3038162473567658	17	551
0.128	number of replicate = 2	Rosace(nopos)	0	0.24727517940691657	17	551
0.128	number of replicate = 2	mutscan(edgeR)	0	0.26108659817845786	17	551
0.128	number of replicate = 2	mutscan(limma)	0	0.2865548876937678	17	551
0.128	number of replicate = 3	DiMSum	0	0.273224043715847	17	549
0.128	number of replicate = 3	Enrich2	0	0.28233151183970856	17	549
0.128	number of replicate = 3	Naive	0	0.26229508196721313	17	549
0.128	number of replicate = 3	Rosace	0	0.29326047358834245	17	549
0.128	number of replicate = 3	Rosace(nopos)	0	0.24408014571949	17	549
0.128	number of replicate = 3	mutscan(edgeR)	0	0.2204007285974499	17	549
0.128	number of replicate = 3	mutscan(limma)	0	0.2859744990892532	17	549
0.13	number of replicate = 1	DiMSum	0.043055555555555555	0.20747607963450235	17	526
0.13	number of replicate = 1	Enrich2	0.019607843137254898	0.2423641510030564	17	526
0.13	number of replicate = 1	Naive	0.019607843137254898	0.2290271411635649	17	526
0.13	number of replicate = 1	Rosace	0	0.2830817161877367	17	526
0.13	number of replicate = 1	Rosace(nopos)	0.022222222222222223	0.2308964858895449	17	526
0.13	number of replicate = 1	mutscan(edgeR)	0.019607843137254898	0.2455570360925182	17	526
0.13	number of replicate = 1	mutscan(limma)	0	0.26908913132774326	17	526
0.13	number of replicate = 2	DiMSum	0.02941176470588235	0.25108476664613133	17	551
0.13	number of replicate = 2	Enrich2	0	0.2956492782097604	17	551
0.13	number of replicate = 2	Naive	0	0.26465642118583393	17	551
0.13	number of replicate = 2	Rosace	0	0.3056311293894337	17	551
0.13	number of replicate = 2	Rosace(nopos)	0	0.25091493364857886	17	551
0.13	number of replicate = 2	mutscan(edgeR)	0	0.26291147038745233	17	551
0.13	number of replicate = 2	mutscan(limma)	0	0.2883797599027623	17	551
0.13	number of replicate = 3	DiMSum	0	0.2768670309653916	17	549
0.13	number of replicate = 3	Enrich2	0	0.28233151183970856	17	549
0.13	number of replicate = 3	Naive	0	0.26958105646630237	17	549
0.13	number of replicate = 3	Rosace	0	0.29690346083788705	17	549
0.13	number of replicate = 3	Rosace(nopos)	0	0.2459016393442623	17	549
0.13	number of replicate = 3	mutscan(edgeR)	0	0.22768670309653916	17	549
0.13	number of replicate = 3	mutscan(limma)	0	0.2877959927140255	17	549
0.132	number of replicate = 1	DiMSum	0.043055555555555555	0.2087459255114942	17	526
0.132	number of replicate = 1	Enrich2	0.019607843137254898	0.24363643416861344	17	526
0.132	number of replicate = 1	Naive	0.019607843137254898	0.2353909572108878	17	526
0.132	number of replicate = 1	Rosace	0	0.28880938138502416	17	526
0.132	number of replicate = 1	Rosace(nopos)	0.022222222222222223	0.23407718453618065	17	526
0.132	number of replicate = 1	mutscan(edgeR)	0.019607843137254898	0.24746301428503167	17	526
0.132	number of replicate = 1	mutscan(limma)	0	0.2729059622899006	17	526
0.132	number of replicate = 2	DiMSum	0.02941176470588235	0.2529096388551258	17	551
0.132	number of replicate = 2	Enrich2	0	0.29656670940242097	17	551
0.132	number of replicate = 2	Naive	0	0.2692335869728101	17	551
0.132	number of replicate = 2	Rosace	0	0.3110957558400906	17	551
0.132	number of replicate = 2	Rosace(nopos)	0	0.25455468789024127	17	551
0.132	number of replicate = 2	mutscan(edgeR)	0	0.26744867546912204	17	551
0.132	number of replicate = 2	mutscan(limma)	0	0.2920394944970779	17	551
0.132	number of replicate = 3	DiMSum	0	0.2768670309653916	17	549
0.132	number of replicate = 3	Enrich2	0	0.2877959927140255	17	549
0.132	number of replicate = 3	Naive	0	0.2750455373406193	17	549
0.132	number of replicate = 3	Rosace	0	0.30418943533697634	17	549
0.132	number of replicate = 3	Rosace(nopos)	0	0.25318761384335153	17	549
0.132	number of replicate = 3	mutscan(edgeR)	0	0.2331511839708561	17	549
0.132	number of replicate = 3	mutscan(limma)	0	0.2896174863387978	17	549
0.134	number of replicate = 1	DiMSum	0.043055555555555555	0.21384475172444187	17	526
0.134	number of replicate = 1	Enrich2	0.019607843137254898	0.24554484964969212	17	526
0.134	number of replicate = 1	Naive	0.019607843137254898	0.23984877653118344	17	526
0.134	number of replicate = 1	Rosace	0	0.29517076014378185	17	526
0.134	number of replicate = 1	Rosace(nopos)	0.022222222222222223	0.23661445753611293	17	526
0.134	number of replicate = 1	mutscan(edgeR)	0.019607843137254898	0.24873771620464016	17	526
0.134	number of replicate = 1	mutscan(limma)	0	0.2779950949521289	17	526
0.134	number of replicate = 2	DiMSum	0.02941176470588235	0.2565593832731148	17	551
0.134	number of replicate = 2	Enrich2	0	0.30112389483674384	17	551
0.134	number of replicate = 2	Naive	0	0.2719758903744651	17	551
0.134	number of replicate = 2	Rosace	0	0.3147554904344062	17	551
0.134	number of replicate = 2	Rosace(nopos)	0	0.2563795600992358	17	551
0.134	number of replicate = 2	mutscan(edgeR)	0	0.27199587072711834	17	551
0.134	number of replicate = 2	mutscan(limma)	0	0.29751411112406134	17	551
0.134	number of replicate = 3	DiMSum	0	0.28233151183970856	17	549
0.134	number of replicate = 3	Enrich2	0	0.29326047358834245	17	549
0.134	number of replicate = 3	Naive	0	0.28415300546448086	17	549
0.134	number of replicate = 3	Rosace	0	0.30783242258652094	17	549
0.134	number of replicate = 3	Rosace(nopos)	0	0.2550091074681239	17	549
0.134	number of replicate = 3	mutscan(edgeR)	0	0.23497267759562843	17	549
0.134	number of replicate = 3	mutscan(limma)	0	0.29508196721311475	17	549
0.136	number of replicate = 1	DiMSum	0.043055555555555555	0.21575558595957198	17	526
0.136	number of replicate = 1	Enrich2	0.019607843137254898	0.24935926185779808	17	526
0.136	number of replicate = 1	Naive	0.019607843137254898	0.2430294751778192	17	526
0.136	number of replicate = 1	Rosace	0	0.2970791756248605	17	526
0.136	number of replicate = 1	Rosace(nopos)	0.022222222222222223	0.2404361445408869	17	526
0.136	number of replicate = 1	mutscan(edgeR)	0.019607843137254898	0.25128470128980573	17	526
0.136	number of replicate = 1	mutscan(limma)	0	0.28499748060353863	17	526
0.136	number of replicate = 2	DiMSum	0.02941176470588235	0.2574768144657753	17	551
0.136	number of replicate = 2	Enrich2	0	0.3047736392547329	17	551
0.136	number of replicate = 2	Naive	0	0.27471819377612017	17	551
0.136	number of replicate = 2	Rosace	0	0.31841522502872177	17	551
0.136	number of replicate = 2	Rosace(nopos)	0	0.26277160791887977	17	551
0.136	number of replicate = 2	mutscan(edgeR)	0	0.27562563479245406	17	551
0.136	number of replicate = 2	mutscan(limma)	0	0.30023643417306317	17	551
0.136	number of replicate = 3	DiMSum	0	0.2877959927140255	17	549
0.136	number of replicate = 3	Enrich2	0	0.29690346083788705	17	549
0.136	number of replicate = 3	Naive	0	0.2877959927140255	17	549
0.136	number of replicate = 3	Rosace	0	0.30965391621129323	17	549
0.136	number of replicate = 3	Rosace(nopos)	0	0.2586520947176685	17	549
0.136	number of replicate = 3	mutscan(edgeR)	0	0.23861566484517305	17	549
0.136	number of replicate = 3	mutscan(limma)	0	0.29690346083788705	17	549
0.138	number of replicate = 1	DiMSum	0.043055555555555555	0.21703028787918047	17	526
0.138	number of replicate = 1	Enrich2	0.019607843137254898	0.2518989721462956	17	526
0.138	number of replicate = 1	Naive	0.019607843137254898	0.24556674817775148	17	526
0.138	number of replicate = 1	Rosace	0	0.3028044406026104	17	526
0.138	number of replicate = 1	Rosace(nopos)	0.022222222222222223	0.24680237934226126	17	526
0.138	number of replicate = 1	mutscan(edgeR)	0.019607843137254898	0.2570075289789904	17	526
0.138	number of replicate = 1	mutscan(limma)	0	0.28945288116978285	17	526
0.138	number of replicate = 2	DiMSum	0.02941176470588235	0.2611465392364175	17	551
0.138	number of replicate = 2	Enrich2	0	0.3084233836727218	17	551
0.138	number of replicate = 2	Naive	0	0.2783579480177825	17	551
0.138	number of replicate = 2	Rosace	0	0.3229724104630447	17	551
0.138	number of replicate = 2	Rosace(nopos)	0	0.26731880317687606	17	551
0.138	number of replicate = 2	mutscan(edgeR)	0	0.2783679381941091	17	551
0.138	number of replicate = 2	mutscan(limma)	0	0.3057210409763732	17	551
0.138	number of replicate = 3	DiMSum	0	0.2896174863387978	17	549
0.138	number of replicate = 3	Enrich2	0	0.2987249544626594	17	549
0.138	number of replicate = 3	Naive	0	0.29326047358834245	17	549
0.138	number of replicate = 3	Rosace	0	0.3132969034608379	17	549
0.138	number of replicate = 3	Rosace(nopos)	0	0.2641165755919854	17	549
0.138	number of replicate = 3	mutscan(edgeR)	0	0.23861566484517305	17	549
0.138	number of replicate = 3	mutscan(limma)	0	0.29690346083788705	17	549
0.14	number of replicate = 1	DiMSum	0.043055555555555555	0.21830742708735415	17	526
0.14	number of replicate = 1	Enrich2	0.019607843137254898	0.25507965225841756	17	526
0.14	number of replicate = 1	Naive	0.019607843137254898	0.2481088772203004	17	526
0.14	number of replicate = 1	Rosace	0	0.30662612760738445	17	526
0.14	number of replicate = 1	Rosace(nopos)	0.022222222222222223	0.24934694567337537	17	526
0.14	number of replicate = 1	mutscan(edgeR)	0.019607843137254898	0.2627303381336612	17	526
0.14	number of replicate = 1	mutscan(limma)	0	0.2939131377786437	17	526
0.14	number of replicate = 2	DiMSum	0.02941176470588235	0.26387885246174597	17	551
0.14	number of replicate = 2	Enrich2	0	0.3120731280907108	17	551
0.14	number of replicate = 2	Naive	0	0.2847400056610999	17	551
0.14	number of replicate = 2	Rosace	0	0.32571471386469975	17	551
0.14	number of replicate = 2	Rosace(nopos)	0	0.27097853777119163	17	551
0.14	number of replicate = 2	mutscan(edgeR)	0	0.28201768261209814	17	551
0.14	number of replicate = 2	mutscan(limma)	0	0.31027822641069613	17	551
0.14	number of replicate = 3	DiMSum	0	0.29508196721311475	17	549
0.14	number of replicate = 3	Enrich2	0	0.30418943533697634	17	549
0.14	number of replicate = 3	Naive	0	0.3005464480874317	17	549
0.14	number of replicate = 3	Rosace	0	0.31693989071038253	17	549
0.14	number of replicate = 3	Rosace(nopos)	0	0.26958105646630237	17	549
0.14	number of replicate = 3	mutscan(edgeR)	0	0.24408014571949	17	549
0.14	number of replicate = 3	mutscan(limma)	0	0.3005464480874317	17	549
0.142	number of replicate = 1	DiMSum	0.06388888888888888	0.22086170550370152	17	526
